GeneID	Tsil	Trepl	Length
XP_003488045.1	114.666666667	440.333333333	555
XP_003488046.1	149.0	583.0	732
XP_003488047.2	292.666666667	1057.33333333	1350
XP_003488049.1	823.0	2876.0	3699
XP_003488050.1	127.0	587.0	714
XP_003488051.1	106.333333333	445.666666667	552
XP_003488054.1	517.333333333	2089.66666667	2607
XP_003488056.1	751.0	2816.0	3567
XP_003488059.1	255.0	990.0	1245
XP_003488060.1	179.666666667	717.333333333	897
XP_003488062.1	114.333333333	467.666666667	582
XP_003488064.1	90.3333333333	389.666666667	480
XP_003488067.1	410.333333333	1305.66666667	1716
XP_003488068.1	345.333333333	1568.66666667	1914
XP_003488073.1	610.333333333	2095.66666667	2706
XP_003488074.1	155.666666667	600.333333333	756
XP_003488075.1	313.666666667	1225.33333333	1539
XP_003488076.2	303.0	1227.0	1530
XP_003488077.1	136.0	479.0	615
XP_003488083.1	481.0	1832.0	2313
XP_003488084.1	197.0	781.0	978
XP_003488085.1	110.666666667	393.333333333	504
XP_003488087.1	509.666666667	1860.33333333	2370
XP_003488089.1	207.333333333	746.666666667	954
XP_003488091.1	389.333333333	1527.66666667	1917
XP_003488092.1	115.666666667	502.333333333	618
XP_003488094.1	182.0	724.0	906
XP_003488095.1	225.0	843.0	1068
XP_003488096.1	368.0	1465.0	1833
XP_003488100.1	396.666666667	1691.33333333	2088
XP_003488101.1	60.3333333333	239.666666667	300
XP_003488102.1	782.0	3016.0	3798
XP_003488103.2	366.333333333	1403.66666667	1770
XP_003488107.1	94.3333333333	349.666666667	444
XP_003488108.2	135.666666667	488.333333333	624
XP_003488109.1	202.333333333	835.666666667	1038
XP_003488110.1	302.666666667	1230.33333333	1533
XP_003488111.1	218.333333333	840.666666667	1059
XP_003488112.1	110.333333333	507.666666667	618
XP_003488113.1	753.666666667	2960.33333333	3714
XP_003488115.1	242.333333333	960.666666667	1203
XP_003488116.1	792.0	3141.0	3933
XP_003488117.1	414.0	1494.0	1908
XP_003488119.1	357.666666667	1295.33333333	1653
XP_003488121.1	1039.0	3914.0	4953
XP_003488123.2	521.333333333	1938.66666667	2460
XP_003488125.1	368.333333333	1428.66666667	1797
XP_003488126.1	527.666666667	1935.33333333	2463
XP_003488127.1	241.0	782.0	1023
XP_003488128.1	262.333333333	919.666666667	1182
XP_003488130.1	170.333333333	708.666666667	879
XP_003488131.1	262.666666667	1078.33333333	1341
XP_003488132.1	148.666666667	580.333333333	729
XP_003488134.1	226.333333333	838.666666667	1065
XP_003488135.1	94.6666666667	361.333333333	456
XP_003488137.1	72.0	300.0	372
XP_003488139.1	187.0	710.0	897
XP_003488140.1	371.333333333	1470.66666667	1842
XP_003488141.1	344.666666667	1263.33333333	1608
XP_003488142.1	297.666666667	1079.33333333	1377
XP_003488146.2	211.333333333	895.666666667	1107
XP_003488148.1	223.666666667	733.333333333	957
XP_003488150.1	194.333333333	657.666666667	852
XP_003488151.1	402.0	1464.0	1866
XP_003488152.1	191.666666667	783.333333333	975
XP_003488153.1	310.0	1289.0	1599
XP_003488155.1	326.666666667	1266.33333333	1593
XP_003488158.2	575.666666667	2355.33333333	2931
XP_003488162.1	409.666666667	1357.33333333	1767
XP_003488164.1	188.666666667	741.333333333	930
XP_003488166.1	278.333333333	1008.66666667	1287
XP_003488168.1	136.333333333	550.666666667	687
XP_003488169.1	293.333333333	1083.66666667	1377
XP_003488173.1	179.333333333	726.666666667	906
XP_003488174.1	211.666666667	835.333333333	1047
XP_003488176.1	1527.0	5730.0	7257
XP_003488177.1	192.666666667	779.333333333	972
XP_003488179.1	113.333333333	468.666666667	582
XP_003488180.1	547.0	2102.0	2649
XP_003488181.1	176.333333333	651.666666667	828
XP_003488183.1	225.666666667	857.333333333	1083
XP_003488190.1	1305.0	4806.0	6111
XP_003488191.1	366.333333333	1190.66666667	1590
XP_003488193.1	899.333333333	3378.66666667	4278
XP_003488198.1	346.333333333	1282.66666667	1629
XP_003488200.1	345.0	1251.0	1596
XP_003488202.1	339.0	1107.0	1446
XP_003488203.1	270.0	978.0	1248
XP_003488205.1	361.666666667	1306.33333333	1668
XP_003488206.1	227.666666667	897.333333333	1125
XP_003488207.1	258.333333333	995.666666667	1254
XP_003488208.1	400.0	1532.0	1932
XP_003488210.1	254.0	994.0	1248
XP_003488211.1	130.666666667	550.333333333	681
XP_003488212.1	589.666666667	2032.33333333	2622
XP_003488213.1	159.333333333	599.666666667	759
XP_003488216.1	138.333333333	566.666666667	705
XP_003488217.1	488.333333333	1866.66666667	2355
XP_003488219.1	551.666666667	2211.33333333	2763
XP_003488221.1	283.666666667	943.333333333	1227
XP_003488223.1	110.333333333	471.666666667	582
XP_003488225.1	155.0	571.0	726
XP_003488226.2	278.333333333	1194.66666667	1473
XP_003488228.1	545.333333333	2157.66666667	2703
XP_003488230.1	60.6666666667	215.333333333	276
XP_003488232.1	265.0	968.0	1233
XP_003488234.1	143.666666667	597.333333333	741
XP_003488236.1	643.0	2813.0	3456
XP_003488238.1	329.666666667	1290.33333333	1620
XP_003488239.1	172.666666667	583.333333333	756
XP_003488241.2	186.0	696.0	882
XP_003488242.2	89.3333333333	330.666666667	420
XP_003488245.1	221.333333333	834.666666667	1056
XP_003488264.1	349.333333333	1363.66666667	1713
XP_003488267.1	323.333333333	1281.66666667	1605
XP_003488269.1	896.0	3616.0	4512
XP_003488270.1	49.0	215.0	264
XP_003488272.1	104.666666667	405.333333333	510
XP_003488274.1	361.666666667	1339.33333333	1701
XP_003488276.1	281.0	1249.0	1530
XP_003488278.1	345.333333333	1259.66666667	1605
XP_003488279.1	226.666666667	853.333333333	1080
XP_003488280.1	154.333333333	574.666666667	729
XP_003488281.1	282.333333333	974.666666667	1257
XP_003488282.1	157.0	554.0	711
XP_003488284.1	111.333333333	317.666666667	429
XP_003488286.2	69.3333333333	272.666666667	342
XP_003488287.1	145.333333333	541.666666667	687
XP_003488289.1	217.666666667	763.333333333	981
XP_003488291.1	108.333333333	395.666666667	504
XP_003488294.1	291.333333333	1106.66666667	1398
XP_003488295.1	1016.33333333	3888.66666667	4905
XP_003488297.2	616.0	2057.0	2673
XP_003488299.2	241.0	653.0	894
XP_003488300.1	265.333333333	1048.66666667	1314
XP_003488302.1	274.333333333	1057.66666667	1332
XP_003488304.1	154.666666667	580.333333333	735
XP_003488307.1	667.333333333	2377.66666667	3045
XP_003488309.1	518.0	1693.0	2211
XP_003488310.1	154.333333333	580.666666667	735
XP_003488312.1	356.666666667	1191.33333333	1548
XP_003488313.1	361.333333333	1477.66666667	1839
XP_003488315.1	102.333333333	404.666666667	507
XP_003488318.1	174.333333333	656.666666667	831
XP_003488323.1	80.0	295.0	375
XP_003488325.1	312.333333333	1217.66666667	1530
XP_003488327.1	317.333333333	1086.66666667	1437
XP_003488330.1	55.0	230.0	285
XP_003488332.1	660.0	2493.0	3153
XP_003488333.1	297.0	1158.0	1455
XP_003488336.1	196.666666667	556.333333333	753
XP_003488339.1	249.0	936.0	1185
XP_003488340.1	219.0	834.0	1053
XP_003488341.1	535.0	1988.0	2523
XP_003488343.1	685.666666667	2752.33333333	3438
XP_003488344.1	284.333333333	1119.66666667	1404
XP_003488345.1	84.3333333333	302.666666667	387
XP_003488346.1	671.666666667	2292.33333333	2964
XP_003488347.1	259.333333333	922.666666667	1182
XP_003488349.1	270.333333333	1067.66666667	1338
XP_003488350.1	254.333333333	1005.66666667	1260
XP_003488351.1	266.333333333	954.666666667	1221
XP_003488353.1	208.0	746.0	954
XP_003488354.1	146.333333333	513.666666667	660
XP_003488355.1	266.666666667	1086.33333333	1353
XP_003488356.1	181.0	701.0	882
XP_003488357.1	139.0	560.0	699
XP_003488358.2	147.0	645.0	792
XP_003488360.1	106.666666667	373.333333333	480
XP_003488363.1	651.666666667	2423.33333333	3075
XP_003488366.2	451.0	1661.0	2112
XP_003488371.1	173.0	616.0	789
XP_003488372.2	133.333333333	559.666666667	693
XP_003488373.1	114.666666667	440.333333333	555
XP_003488374.2	327.666666667	1409.33333333	1737
XP_003488377.1	221.0	874.0	1095
XP_003488378.1	213.666666667	872.333333333	1086
XP_003488380.1	104.666666667	399.333333333	504
XP_003488381.1	566.0	2221.0	2787
XP_003488384.2	230.666666667	921.333333333	1152
XP_003488386.1	127.0	506.0	633
XP_003488387.2	839.0	3550.0	4389
XP_003488391.1	277.0	1103.0	1380
XP_003488392.1	89.6666666667	345.333333333	435
XP_003488393.1	193.333333333	757.666666667	951
XP_003488394.1	221.666666667	744.333333333	966
XP_003488395.1	214.0	749.0	963
XP_003488398.1	414.666666667	1571.33333333	1986
XP_003488399.2	206.666666667	759.333333333	966
XP_003488401.2	76.3333333333	268.666666667	345
XP_003488404.1	199.666666667	646.333333333	846
XP_003488405.1	380.666666667	1371.33333333	1752
XP_003488406.1	142.0	518.0	660
XP_003488410.1	65.0	289.0	354
XP_003488416.2	141.0	561.0	702
XP_003488422.1	218.0	940.0	1158
XP_003488424.1	268.333333333	982.666666667	1251
XP_003488426.1	407.666666667	1485.33333333	1893
XP_003488429.1	63.3333333333	266.666666667	330
XP_003488431.1	380.0	1420.0	1800
XP_003488432.1	142.0	533.0	675
XP_003488433.1	139.0	557.0	696
XP_003488434.1	263.666666667	1023.33333333	1287
XP_003488435.1	232.0	923.0	1155
XP_003488436.1	538.666666667	2416.33333333	2955
XP_003488437.1	233.0	979.0	1212
XP_003488438.1	113.0	484.0	597
XP_003488440.2	337.0	1397.0	1734
XP_003488441.1	86.6666666667	357.333333333	444
XP_003488443.1	452.666666667	1872.33333333	2325
XP_003488444.1	533.333333333	1971.66666667	2505
XP_003488447.1	252.0	972.0	1224
XP_003488449.1	302.666666667	1044.33333333	1347
XP_003488450.1	461.333333333	1620.66666667	2082
XP_003488451.1	140.333333333	510.666666667	651
XP_003488456.1	408.666666667	1592.33333333	2001
XP_003488458.1	360.0	1329.0	1689
XP_003488459.1	161.333333333	708.666666667	870
XP_003488464.1	136.333333333	487.666666667	624
XP_003488469.1	188.666666667	759.333333333	948
XP_003488472.1	78.6666666667	299.333333333	378
XP_003488473.1	319.666666667	1288.33333333	1608
XP_003488475.1	271.666666667	1012.33333333	1284
XP_003488477.1	384.0	1407.0	1791
XP_003488478.1	68.3333333333	288.666666667	357
XP_003488479.1	468.666666667	1844.33333333	2313
XP_003488480.1	104.0	412.0	516
XP_003488484.1	123.666666667	503.333333333	627
XP_003488485.1	245.0	886.0	1131
XP_003488488.1	616.666666667	2182.33333333	2799
XP_003488489.1	641.0	2332.0	2973
XP_003488490.1	445.0	1565.0	2010
XP_003488491.1	248.666666667	1005.33333333	1254
XP_003488494.1	190.333333333	874.666666667	1065
XP_003488495.1	54.6666666667	224.333333333	279
XP_003488496.1	76.0	296.0	372
XP_003488498.1	675.333333333	2549.66666667	3225
XP_003488499.1	269.333333333	1077.66666667	1347
XP_003488502.1	90.6666666667	326.333333333	417
XP_003488506.1	760.0	2840.0	3600
XP_003488507.1	61.3333333333	253.666666667	315
XP_003488510.1	58.0	227.0	285
XP_003488511.1	376.333333333	1405.66666667	1782
XP_003488512.1	273.666666667	998.333333333	1272
XP_003488513.1	297.666666667	1013.33333333	1311
XP_003488516.1	743.333333333	2538.66666667	3282
XP_003488517.1	379.0	1283.0	1662
XP_003488518.1	191.666666667	720.333333333	912
XP_003488519.1	339.333333333	1103.66666667	1443
XP_003488521.1	430.666666667	1468.33333333	1899
XP_003488523.1	294.0	1155.0	1449
XP_003488524.1	466.666666667	1636.33333333	2103
XP_003488526.1	467.0	1909.0	2376
XP_003488527.1	424.0	1532.0	1956
XP_003488528.1	148.666666667	619.333333333	768
XP_003488529.1	173.666666667	747.333333333	921
XP_003488530.1	374.666666667	1383.33333333	1758
XP_003488533.1	101.666666667	384.333333333	486
XP_003488537.1	147.0	573.0	720
XP_003488538.1	114.666666667	455.333333333	570
XP_003488541.1	106.0	458.0	564
XP_003488542.1	373.0	1262.0	1635
XP_003488547.1	287.666666667	1095.33333333	1383
XP_003488549.1	127.666666667	565.333333333	693
XP_003488550.1	339.0	1326.0	1665
XP_003488552.1	668.666666667	2424.33333333	3093
XP_003488554.1	413.666666667	1578.33333333	1992
XP_003488555.1	41.0	175.0	216
XP_003488556.1	320.666666667	1059.33333333	1380
XP_003488559.2	649.666666667	2209.33333333	2859
XP_003488562.2	189.0	660.0	849
XP_003488564.1	105.333333333	428.666666667	534
XP_003488567.1	235.333333333	886.666666667	1122
XP_003488569.1	255.333333333	1073.66666667	1329
XP_003488570.1	50.0	232.0	282
XP_003488571.1	198.0	783.0	981
XP_003488575.1	232.666666667	823.333333333	1056
XP_003488576.1	162.666666667	659.333333333	822
XP_003488577.1	275.666666667	1053.33333333	1329
XP_003488578.1	504.333333333	1664.66666667	2169
XP_003488580.1	294.666666667	1073.33333333	1368
XP_003488582.2	300.666666667	1094.33333333	1395
XP_003488585.1	123.333333333	491.666666667	615
XP_003488586.2	449.666666667	1776.33333333	2226
XP_003488587.1	109.333333333	439.666666667	549
XP_003488589.1	367.0	1448.0	1815
XP_003488591.1	399.0	1422.0	1821
XP_003488593.1	329.333333333	1281.66666667	1611
XP_003488594.2	501.0	1797.0	2298
XP_003488595.1	36.0	135.0	171
XP_003488598.1	190.666666667	673.333333333	864
XP_003488599.1	208.0	791.0	999
XP_003488600.1	272.333333333	1164.66666667	1437
XP_003488602.1	323.666666667	1278.33333333	1602
XP_003488603.1	362.0	1555.0	1917
XP_003488604.2	960.333333333	3647.66666667	4608
XP_003488610.1	769.0	2831.0	3600
XP_003488611.1	305.0	1096.0	1401
XP_003488612.1	177.0	636.0	813
XP_003488613.1	419.666666667	1575.33333333	1995
XP_003488617.2	255.333333333	1058.66666667	1314
XP_003488618.1	65.3333333333	288.666666667	354
XP_003488619.1	263.0	958.0	1221
XP_003488624.1	257.666666667	1035.33333333	1293
XP_003488625.1	136.333333333	499.666666667	636
XP_003488627.1	187.0	719.0	906
XP_003488634.1	295.0	881.0	1176
XP_003488636.1	283.0	1283.0	1566
XP_003488637.1	234.0	909.0	1143
XP_003488642.2	125.666666667	405.333333333	531
XP_003488644.1	475.666666667	1735.33333333	2211
XP_003488645.1	66.3333333333	242.666666667	309
XP_003488646.1	183.0	666.0	849
XP_003488647.1	233.666666667	828.333333333	1062
XP_003488648.1	76.3333333333	307.666666667	384
XP_003488650.1	435.666666667	1562.33333333	1998
XP_003488652.1	589.333333333	2200.66666667	2790
XP_003488655.2	82.3333333333	346.666666667	429
XP_003488656.1	1010.33333333	3876.66666667	4887
XP_003488658.1	755.0	2680.0	3435
XP_003488659.1	59.6666666667	252.333333333	312
XP_003488660.1	476.333333333	1944.66666667	2421
XP_003488662.1	564.666666667	2117.33333333	2682
XP_003488663.1	375.0	1341.0	1716
XP_003488667.1	192.333333333	749.666666667	942
XP_003488670.1	563.0	2092.0	2655
XP_003488675.1	274.0	809.0	1083
XP_003488676.1	151.333333333	583.666666667	735
XP_003488677.1	326.0	1153.0	1479
XP_003488679.1	295.666666667	1078.33333333	1374
XP_003488681.1	115.0	458.0	573
XP_003488684.1	71.0	298.0	369
XP_003488685.1	423.333333333	1481.66666667	1905
XP_003488687.1	295.333333333	1165.66666667	1461
XP_003488688.1	57.3333333333	251.666666667	309
XP_003488690.1	132.666666667	572.333333333	705
XP_003488692.1	218.666666667	849.333333333	1068
XP_003488693.1	181.666666667	778.333333333	960
XP_003488696.1	265.0	902.0	1167
XP_003488697.1	263.0	826.0	1089
XP_003488698.1	306.666666667	1256.33333333	1563
XP_003488699.1	222.666666667	935.333333333	1158
XP_003488701.1	221.333333333	849.666666667	1071
XP_003488703.1	313.0	1124.0	1437
XP_003488704.1	255.0	984.0	1239
XP_003488712.1	73.3333333333	310.666666667	384
XP_003488713.1	295.0	1274.0	1569
XP_003488717.1	330.333333333	1319.66666667	1650
XP_003488718.1	166.0	656.0	822
XP_003488721.1	319.333333333	1168.66666667	1488
XP_003488722.1	104.0	379.0	483
XP_003488726.1	1120.0	4742.0	5862
XP_003488728.1	100.0	473.0	573
XP_003488730.1	214.666666667	724.333333333	939
XP_003488731.1	313.666666667	1345.33333333	1659
XP_003488734.1	172.333333333	709.666666667	882
XP_003488736.1	171.0	738.0	909
XP_003488737.1	60.3333333333	233.666666667	294
XP_003488743.1	100.0	356.0	456
XP_003488746.1	982.0	3728.0	4710
XP_003488749.1	954.0	3519.0	4473
XP_003488751.1	135.666666667	545.333333333	681
XP_003488754.2	145.666666667	613.333333333	759
XP_003488755.1	115.333333333	397.666666667	513
XP_003488758.1	1227.0	4443.0	5670
XP_003488759.1	352.0	1199.0	1551
XP_003488762.1	293.0	1225.0	1518
XP_003488763.1	69.0	312.0	381
XP_003488766.1	98.0	379.0	477
XP_003488767.1	455.333333333	1674.66666667	2130
XP_003488770.1	561.333333333	2354.66666667	2916
XP_003488773.1	100.0	347.0	447
XP_003488774.1	316.0	1139.0	1455
XP_003488776.1	150.666666667	563.333333333	714
XP_003488779.1	720.333333333	2636.66666667	3357
XP_003488780.1	162.0	693.0	855
XP_003488781.1	179.666666667	678.333333333	858
XP_003488783.1	240.333333333	989.666666667	1230
XP_003488784.1	63.0	261.0	324
XP_003488785.1	73.6666666667	277.333333333	351
XP_003488786.2	221.666666667	891.333333333	1113
XP_003488787.1	1583.66666667	6183.33333333	7767
XP_003488789.1	241.0	863.0	1104
XP_003488790.1	374.0	1459.0	1833
XP_003488794.1	204.666666667	764.333333333	969
XP_003488795.1	100.333333333	349.666666667	450
XP_003488797.1	223.0	851.0	1074
XP_003488798.1	125.333333333	573.666666667	699
XP_003488800.1	535.333333333	2200.66666667	2736
XP_003488802.1	191.333333333	744.666666667	936
XP_003488803.1	874.333333333	3121.66666667	3996
XP_003488805.1	1382.0	5272.0	6654
XP_003488806.1	854.0	3133.0	3987
XP_003488808.1	103.666666667	424.333333333	528
XP_003488812.1	138.333333333	548.666666667	687
XP_003488814.1	1104.33333333	4520.66666667	5625
XP_003488815.1	94.3333333333	373.666666667	468
XP_003488816.1	202.0	716.0	918
XP_003488818.1	88.3333333333	331.666666667	420
XP_003488819.1	195.0	753.0	948
XP_003488820.1	191.0	733.0	924
XP_003488821.1	98.0	418.0	516
XP_003488822.1	406.333333333	1624.66666667	2031
XP_003488825.1	122.333333333	420.666666667	543
XP_003488826.1	90.3333333333	329.666666667	420
XP_003488828.1	1266.66666667	4838.33333333	6135
XP_003488832.1	42.6666666667	161.333333333	204
XP_003488833.1	1107.0	4278.0	5385
XP_003488834.1	78.0	309.0	387
XP_003488839.2	565.0	1907.0	2472
XP_003488840.1	213.333333333	596.666666667	810
XP_003488841.1	111.666666667	464.333333333	576
XP_003488843.2	423.333333333	1616.66666667	2040
XP_003488847.1	368.0	1441.0	1809
XP_003488850.1	730.666666667	2854.33333333	3585
XP_003488852.1	131.666666667	504.333333333	636
XP_003488854.2	1001.33333333	4005.66666667	5007
XP_003488861.1	359.0	1420.0	1779
XP_003488862.1	297.666666667	1076.33333333	1374
XP_003488863.1	190.666666667	718.333333333	909
XP_003488865.1	150.333333333	578.666666667	729
XP_003488866.1	354.333333333	1298.66666667	1653
XP_003488869.1	82.0	278.0	360
XP_003488870.1	488.0	1738.0	2226
XP_003488873.1	297.333333333	1040.66666667	1338
XP_003488874.1	73.6666666667	304.333333333	378
XP_003488879.1	83.0	319.0	402
XP_003488880.1	156.333333333	542.666666667	699
XP_003488882.2	145.0	647.0	792
XP_003488886.1	229.0	947.0	1176
XP_003488888.1	544.666666667	2173.33333333	2718
XP_003488889.1	148.0	593.0	741
XP_003488891.1	155.333333333	690.666666667	846
XP_003488892.1	236.333333333	861.666666667	1098
XP_003488893.1	240.666666667	761.333333333	1002
XP_003488894.1	436.333333333	1399.66666667	1836
XP_003488897.1	467.333333333	1743.66666667	2211
XP_003488902.1	377.666666667	1350.33333333	1728
XP_003488906.1	350.333333333	1380.66666667	1731
XP_003488908.1	150.333333333	557.666666667	708
XP_003488910.1	250.0	920.0	1170
XP_003488911.1	178.666666667	562.333333333	741
XP_003488912.1	114.333333333	407.666666667	522
XP_003488913.1	119.333333333	411.666666667	531
XP_003488914.2	384.666666667	1538.33333333	1923
XP_003488915.1	200.0	787.0	987
XP_003488919.1	289.0	1163.0	1452
XP_003488929.1	476.333333333	1890.66666667	2367
XP_003488930.1	95.6666666667	348.333333333	444
XP_003488931.1	539.666666667	1851.33333333	2397
XP_003488933.1	213.666666667	914.333333333	1128
XP_003488939.1	872.666666667	3390.33333333	4263
XP_003488942.1	571.0	2294.0	2865
XP_003488943.2	91.6666666667	376.333333333	468
XP_003488945.1	170.333333333	666.666666667	837
XP_003488946.1	40.3333333333	157.666666667	198
XP_003488951.1	60.0	225.0	285
XP_003488954.1	115.333333333	451.666666667	567
XP_003488955.1	224.666666667	840.333333333	1065
XP_003488957.1	383.666666667	1404.33333333	1788
XP_003488958.1	267.0	1041.0	1308
XP_003488960.1	133.333333333	520.666666667	654
XP_003488961.1	354.0	1302.0	1656
XP_003488964.1	179.666666667	633.333333333	813
XP_003488966.1	363.666666667	1235.33333333	1599
XP_003488968.1	191.666666667	663.333333333	855
XP_003488973.2	344.666666667	1449.33333333	1794
XP_003488975.1	163.666666667	670.333333333	834
XP_003488981.1	177.0	651.0	828
XP_003488982.1	152.0	601.0	753
XP_003488983.1	161.0	682.0	843
XP_003488984.1	183.333333333	635.666666667	819
XP_003488987.1	299.333333333	1014.66666667	1314
XP_003488988.1	419.0	1639.0	2058
XP_003488991.1	325.666666667	1240.33333333	1566
XP_003488993.1	89.6666666667	345.333333333	435
XP_003488996.1	212.666666667	795.333333333	1008
XP_003488997.1	337.0	1205.0	1542
XP_003488999.1	210.0	738.0	948
XP_003489001.1	173.666666667	627.333333333	801
XP_003489002.1	215.0	826.0	1041
XP_003489005.1	88.6666666667	325.333333333	414
XP_003489008.1	82.0	311.0	393
XP_003489013.1	569.333333333	2139.66666667	2709
XP_003489014.2	697.666666667	2542.33333333	3240
XP_003489015.1	230.0	916.0	1146
XP_003489017.1	156.333333333	584.666666667	741
XP_003489018.1	155.333333333	645.666666667	801
XP_003489019.1	140.0	517.0	657
XP_003489020.1	77.0	286.0	363
XP_003489022.1	248.666666667	882.333333333	1131
XP_003489023.1	79.0	305.0	384
XP_003489025.1	223.333333333	877.666666667	1101
XP_003489028.1	128.333333333	510.666666667	639
XP_003489029.1	146.666666667	519.333333333	666
XP_003489033.1	632.333333333	2268.66666667	2901
XP_003489034.1	503.0	1780.0	2283
XP_003489037.1	381.666666667	1451.33333333	1833
XP_003489038.1	399.333333333	1841.66666667	2241
XP_003489039.1	137.333333333	528.666666667	666
XP_003489040.1	182.333333333	891.666666667	1074
XP_003489041.1	309.333333333	1109.66666667	1419
XP_003489042.1	100.333333333	367.666666667	468
XP_003489043.1	569.333333333	2292.66666667	2862
XP_003489044.1	63.0	243.0	306
XP_003489048.1	170.333333333	690.666666667	861
XP_003489050.1	173.666666667	657.333333333	831
XP_003489051.1	480.0	2025.0	2505
XP_003489052.1	239.333333333	915.666666667	1155
XP_003489058.1	458.0	1639.0	2097
XP_003489059.1	979.333333333	3493.66666667	4473
XP_003489063.1	85.6666666667	319.333333333	405
XP_003489064.1	398.666666667	1602.33333333	2001
XP_003489066.1	180.333333333	839.666666667	1020
XP_003489067.1	165.666666667	689.333333333	855
XP_003489068.1	321.0	1113.0	1434
XP_003489070.1	283.333333333	1069.66666667	1353
XP_003489071.1	132.666666667	632.333333333	765
XP_003489072.1	892.333333333	3358.66666667	4251
XP_003489076.1	823.0	2894.0	3717
XP_003489078.1	830.0	2824.0	3654
XP_003489079.1	381.666666667	1346.33333333	1728
XP_003489081.1	334.666666667	1237.33333333	1572
XP_003489082.1	860.0	3466.0	4326
XP_003489083.1	103.333333333	448.666666667	552
XP_003489084.1	784.0	2990.0	3774
XP_003489085.1	279.666666667	1154.33333333	1434
XP_003489087.1	73.3333333333	322.666666667	396
XP_003489090.1	58.6666666667	268.333333333	327
XP_003489092.1	476.0	1687.0	2163
XP_003489093.1	509.0	2293.0	2802
XP_003489096.1	250.666666667	997.333333333	1248
XP_003489097.1	109.333333333	427.666666667	537
XP_003489101.1	812.666666667	3312.33333333	4125
XP_003489102.2	293.333333333	1068.66666667	1362
XP_003489104.1	221.0	847.0	1068
XP_003489107.1	217.333333333	796.666666667	1014
XP_003489114.2	505.333333333	1861.66666667	2367
XP_003489115.2	664.0	2396.0	3060
XP_003489116.1	66.0	249.0	315
XP_003489117.1	178.333333333	670.666666667	849
XP_003489118.1	142.666666667	616.333333333	759
XP_003489119.2	79.6666666667	325.333333333	405
XP_003489122.1	189.0	780.0	969
XP_003489124.1	395.333333333	1596.66666667	1992
XP_003489125.1	146.333333333	534.666666667	681
XP_003489126.1	493.0	1541.0	2034
XP_003489127.1	574.333333333	2230.66666667	2805
XP_003489128.1	456.0	1620.0	2076
XP_003489129.1	121.666666667	517.333333333	639
XP_003489137.1	146.666666667	591.333333333	738
XP_003489139.1	408.666666667	1160.33333333	1569
XP_003489141.1	464.666666667	2058.33333333	2523
XP_003489143.1	249.333333333	770.666666667	1020
XP_003489147.1	174.666666667	749.333333333	924
XP_003489148.1	51.3333333333	215.666666667	267
XP_003489149.1	164.666666667	597.333333333	762
XP_003489150.1	132.0	570.0	702
XP_003489152.1	532.666666667	1969.33333333	2502
XP_003489157.1	243.666666667	935.333333333	1179
XP_003489158.1	322.333333333	1213.66666667	1536
XP_003489159.1	48.0	228.0	276
XP_003489163.1	158.333333333	627.666666667	786
XP_003489168.1	278.0	1111.0	1389
XP_003489169.1	451.333333333	1744.66666667	2196
XP_003489171.1	612.333333333	2243.66666667	2856
XP_003489172.1	431.666666667	1833.33333333	2265
XP_003489173.1	261.333333333	1004.66666667	1266
XP_003489174.1	711.333333333	2714.66666667	3426
XP_003489175.2	267.0	1035.0	1302
XP_003489176.1	324.666666667	1124.33333333	1449
XP_003489177.1	280.666666667	1042.33333333	1323
XP_003489178.1	185.666666667	750.333333333	936
XP_003489179.1	89.6666666667	393.333333333	483
XP_003489183.1	449.0	2200.0	2649
XP_003489184.2	49.0	224.0	273
XP_003489185.1	111.0	459.0	570
XP_003489188.1	467.333333333	1731.66666667	2199
XP_003489190.1	580.0	1982.0	2562
XP_003489191.1	269.666666667	912.333333333	1182
XP_003489192.1	143.333333333	609.666666667	753
XP_003489194.1	252.0	960.0	1212
XP_003489195.1	296.666666667	1062.33333333	1359
XP_003489196.1	1321.0	4955.0	6276
XP_003489197.1	141.0	525.0	666
XP_003489198.1	204.333333333	719.666666667	924
XP_003489199.1	341.666666667	1293.33333333	1635
XP_003489200.1	567.333333333	2276.66666667	2844
XP_003489201.1	274.333333333	1027.66666667	1302
XP_003489202.1	322.666666667	1402.33333333	1725
XP_003489203.1	220.666666667	844.333333333	1065
XP_003489204.1	166.0	593.0	759
XP_003489205.1	182.0	670.0	852
XP_003489206.1	131.666666667	513.333333333	645
XP_003489208.1	353.0	1285.0	1638
XP_003489209.1	199.666666667	850.333333333	1050
XP_003489210.1	197.333333333	768.666666667	978
XP_003489214.2	746.333333333	2730.66666667	3495
XP_003489216.1	170.0	655.0	825
XP_003489218.2	260.0	1060.0	1320
XP_003489220.1	356.666666667	1431.33333333	1788
XP_003489221.1	211.0	911.0	1122
XP_003489223.1	197.333333333	795.666666667	993
XP_003489227.1	100.666666667	415.333333333	516
XP_003489228.1	121.333333333	448.666666667	570
XP_003489229.2	198.666666667	857.333333333	1056
XP_003489230.1	291.666666667	1178.33333333	1470
XP_003489232.1	104.0	322.0	426
XP_003489234.1	90.3333333333	362.666666667	453
XP_003489235.2	192.0	747.0	939
XP_003489236.1	82.0	353.0	435
XP_003489242.1	118.333333333	493.666666667	612
XP_003489248.1	108.0	435.0	543
XP_003489254.2	151.666666667	658.333333333	810
XP_003489255.1	137.0	562.0	699
