XP	gamma	FW	QG	FQ	WG	FoldChange.FW	FoldChange.QG	FoldChange.FQ	FoldChange.WG
XP_003490728.1	0.827665674	0.956666593	0.158415972	0.305535899	0.839308516	1.19315877	-1.015266635	-1.06157952	-1.285970137
XP_003490728.1	0.827665674	0.578140997	0.285921907	0.186812798	0.003006908	1.19315877	-1.015266635	-1.06157952	-1.285970137
XP_003490728.1	0.827665674	0.335545638	0.653331638	0.974589508	0.143745514	1.19315877	-1.015266635	-1.06157952	-1.285970137
XP_003486677.1	0.827635293	0.029777307	0.228701549	0.798606989	0.00042825	-1.111282511	1.061519043	1.016009739	1.198533398
XP_003493344.1	0.827524029	0.479433363	0.061470666	0.569787927	0.001670374	1.020283366	-1.050787345	-1.017877797	-1.091267652
XP_003493344.1	0.827524029	0.513556739	0.370007722	0.096865752	0.157078633	1.020283366	-1.050787345	-1.017877797	-1.091267652
XP_003493344.1	0.827524029	0.062857133	0.25397143	0.09696647	0.019866896	1.020283366	-1.050787345	-1.017877797	-1.091267652
XP_003484994.1	0.827499094	0.106883007	0.726368687	0.001214002	1.58E-06	1.058240438	-1.013624744	-1.122066861	-1.203594773
XP_003489696.1	0.827367948	0.677063966	0.344926736	0.145903864	0.945955542	-1.014915712	1.031530496	-1.049671357	-1.002631393
XP_012246056.1	0.82732345	0.473483573	0.000199947	0.774141959	0.001320584	1.048993344	1.265351348	1.022973989	1.233965424
XP_012246056.1	0.82732345	0.646690726	0.610783939	0.73462408	0.683288909	1.048993344	1.265351348	1.022973989	1.233965424
XP_003486448.1	0.826405338	0.352031095	0.516649956	0.336923669	0.20711555	1.057785037	1.040697555	-1.0629816	-1.08043497
XP_003486448.1	0.826405338	0.416429759	0.003228736	0.57257467	0.180487785	1.057785037	1.040697555	-1.0629816	-1.08043497
XP_012243599.1	0.826322905	0.603074832	4.25E-06	0.832568582	3.00E-05	-1.023271318	-1.213605351	-1.011188694	-1.199275292
XP_003489158.1	0.826230367	0.787276926	0.6055658	0.653553056	0.182677789	1.014081552	-1.025402395	-1.024534768	-1.065353926
XP_003489158.1	0.826230367	0.033085191	0.001679724	0.562349125	0.768532087	1.014081552	-1.025402395	-1.024534768	-1.065353926
XP_003489158.1	0.826230367	0.837742373	0.409390702	0.481932613	0.879333007	1.014081552	-1.025402395	-1.024534768	-1.065353926
XP_003489299.1	0.826177216	0.720439449	0.03760131	0.547141611	0.373670195	1.019104763	1.101473064	-1.033228798	1.046064703
XP_003489299.1	0.826177216	0.007422383	0.03295949	0.661961261	6.66E-05	1.019104763	1.101473064	-1.033228798	1.046064703
XP_003489299.1	0.826177216	0.036030643	0.645889532	0.945111494	0.107560631	1.019104763	1.101473064	-1.033228798	1.046064703
XP_012240182.1	0.825843547	0.678127083	0.000810326	0.985673622	0.000325362	1.021752338	-1.168716187	1.001156756	-1.192758766
XP_012240182.1	0.825843547	0.261407203	0.896083968	0.771611581	0.567328412	1.021752338	-1.168716187	1.001156756	-1.192758766
XP_012240182.1	0.825843547	0.394871805	0.001485541	0.405329626	0.201462183	1.021752338	-1.168716187	1.001156756	-1.192758766
XP_003491320.1	0.825569086	0.106762077	0.001954559	0.701922571	2.49E-06	-1.112302968	1.225063832	1.031146979	1.405084322
XP_003491320.1	0.825569086	0.700256576	0.000544238	0.788626938	0.000683737	-1.112302968	1.225063832	1.031146979	1.405084322
XP_003491320.1	0.825569086	0.845841732	6.91E-06	0.959669963	9.37E-06	-1.112302968	1.225063832	1.031146979	1.405084322
XP_012247655.1	0.824726715	0.44966142	3.54E-05	0.850562038	0.002267647	-1.038497093	-1.220383975	1.011658451	-1.161601856
XP_003491681.1	0.823996539	0.11559503	0.002690094	0.797997376	6.89E-06	-1.086901211	1.170621302	1.017329916	1.294399424
XP_003491681.1	0.823996539	0.193965433	0.161072191	0.239690868	0.000167332	-1.086901211	1.170621302	1.017329916	1.294399424
XP_012248590.1	0.823941732	0.779475307	0.766757586	0.410002747	0.401316572	1.020352767	1.020900521	-1.05937368	-1.058805283
XP_012248590.1	0.823941732	0.76874834	0.106346316	0.065863648	0.95694598	1.020352767	1.020900521	-1.05937368	-1.058805283
XP_003494404.1	0.823527436	0.058192715	0.227332041	0.237750782	0.064149374	1.060573757	1.038884662	-1.040019606	-1.061732396
XP_003494404.1	0.823527436	0.347178286	0.894375311	0.936661459	0.342913206	1.060573757	1.038884662	-1.040019606	-1.061732396
XP_012241130.1	0.823189165	0.968247491	0.531552922	0.627669363	0.26162658	1.002581481	1.035327041	1.030646857	1.064309067
XP_012243075.1	0.823141289	0.000465479	5.16E-08	0.039709299	0.847775485	-1.19513514	-1.342579536	1.110719514	-1.011389883
XP_012247302.1	0.822894876	0.989789191	0.695180916	0.842587209	0.874957053	-1.00073957	1.020004244	-1.011996037	1.008658701
XP_003489564.1	0.822446397	7.01E-05	0.005464219	0.134616371	0.00490434	1.273057827	1.175514269	-1.095772155	-1.186698754
XP_003489564.1	0.822446397	0.029132764	0.246697245	0.199506003	0.02332481	1.273057827	1.175514269	-1.095772155	-1.186698754
XP_003489564.1	0.822446397	0.03001228	0.07970024	0.375715067	0.187517687	1.273057827	1.175514269	-1.095772155	-1.186698754
XP_003489564.1	0.822446397	0.78466664	0.146956347	0.865250743	0.139547325	1.273057827	1.175514269	-1.095772155	-1.186698754
XP_003489564.1	0.822446397	0.44278373	0.444113825	0.644874438	0.616803238	1.273057827	1.175514269	-1.095772155	-1.186698754
XP_003485605.1	0.8221064	0.78644621	0.891699427	0.357895125	0.158474395	1.024128085	-1.012050712	-1.080648706	-1.120059487
XP_003487074.1	0.82203979	0.290952706	0.2323866	0.140687264	0.486933189	-1.057681002	1.064368111	-1.082337912	1.040120574
XP_003487074.1	0.82203979	0.540740926	0.699780506	0.184624545	0.118223673	-1.057681002	1.064368111	-1.082337912	1.040120574
XP_012246391.1	0.821937907	0.040506677	0.650320654	1.65E-06	1.34E-08	1.114301435	1.026578585	-1.308523631	-1.420339155
XP_003486051.1	0.821899423	0.000192084	4.53E-05	0.535727003	0.741705092	-1.260640123	-1.286567247	1.044303626	1.023258639
XP_003486224.1	0.821719402	0.218070769	0.512667427	0.234631994	0.52396367	-1.043701306	-1.023904075	-1.044073986	-1.024269686
XP_003486107.1	0.821603392	0.325010052	0.071284164	0.618868533	0.031489996	-1.056025017	1.100667084	-1.032051104	1.126234904
XP_003486107.1	0.821603392	0.446416181	0.165054813	0.582426034	0.243428638	-1.056025017	1.100667084	-1.032051104	1.126234904
XP_003486107.1	0.821603392	0.779792364	8.79E-05	0.179795536	0.005316475	-1.056025017	1.100667084	-1.032051104	1.126234904
XP_012240009.1	0.821021764	0.002331592	0.179705292	0.001611601	6.62E-06	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.002331592	0.179705292	0.001611601	6.62E-06	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.038654613	0.321822116	0.661605703	0.000603797	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.038654613	0.321822116	0.661605703	0.000603797	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.952476427	0.346677141	0.204621553	0.021125271	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.952476427	0.346677141	0.204621553	0.021125271	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.637611811	0.015961368	0.855591073	0.002524092	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012240009.1	0.821021764	0.637611811	0.015961368	0.855591073	0.002524092	1.244466762	1.101819542	-1.25800319	-1.420870747
XP_012239964.1	0.82065986	0.014458413	9.37E-05	0.923908839	0.182552016	-1.184305937	-1.318111502	1.009183784	-1.102853892
XP_012243082.1	0.820442504	0.82372263	1.44E-10	0.945983742	5.61E-10	-1.014239618	1.491847547	-1.005229523	1.505219307
XP_003489880.1	0.819699666	0.041841323	0.01353392	0.875501697	1.51E-05	-1.128953908	1.157944719	1.012478237	1.323578593
XP_003494155.1	0.819073667	0.015684011	0.00373031	0.013889236	0.052858087	1.206647487	1.253234594	-1.215474003	-1.17029059
XP_003494155.1	0.819073667	0.033864361	0.008768052	0.041327009	0.1292102	1.206647487	1.253234594	-1.215474003	-1.17029059
XP_012237683.1	0.818803818	0.737521721	0.219131892	0.932931311	0.362882177	1.024867582	1.083973881	1.007522388	1.065628352
XP_012237683.1	0.818803818	0.567244446	0.001355988	0.04778483	0.084361949	1.024867582	1.083973881	1.007522388	1.065628352
XP_012237683.1	0.818803818	0.153049454	2.53E-06	0.844112475	8.44E-08	1.024867582	1.083973881	1.007522388	1.065628352
XP_012237683.1	0.818803818	0.823149855	0.433068522	0.340234898	0.66881145	1.024867582	1.083973881	1.007522388	1.065628352
XP_012237683.1	0.818803818	0.848973977	0.040640529	0.910196945	0.058765576	1.024867582	1.083973881	1.007522388	1.065628352
XP_012238082.1	0.818313903	0.07056513	0.060289052	0.431876288	0.45282638	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_012238082.1	0.818313903	0.154103242	0.122207556	0.061605472	0.083077893	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_012238082.1	0.818313903	0.154103242	0.122207556	0.061605472	0.083077893	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_012238082.1	0.818313903	0.07056513	0.060289052	0.431876288	0.45282638	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_012238082.1	0.818313903	0.105125234	1.19E-06	0.604974791	0.005759449	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_012238082.1	0.818313903	0.105125234	1.19E-06	0.604974791	0.005759449	-1.108328359	-1.112203852	1.051512789	1.047848776
XP_003492808.1	0.818290082	0.058945658	0.713355291	0.085332137	0.001826412	1.068349298	1.014311171	-1.064191001	-1.120886511
XP_003492808.1	0.818290082	0.274871337	0.384416588	0.190004854	0.125102722	1.068349298	1.014311171	-1.064191001	-1.120886511
XP_003492808.1	0.818290082	0.130667914	0.836251276	0.002551684	9.12E-06	1.068349298	1.014311171	-1.064191001	-1.120886511
XP_003492808.1	0.818290082	0.603642013	0.002512481	0.017085032	0.983579113	1.068349298	1.014311171	-1.064191001	-1.120886511
XP_003485658.1	0.817211157	0.812641921	1.24E-07	0.112750701	0.000373488	1.012921223	1.303434469	-1.079924863	1.191571181
XP_003485658.1	0.817211157	0.418901657	3.94E-07	0.509508022	8.37E-07	1.012921223	1.303434469	-1.079924863	1.191571181
XP_003489448.1	0.817194175	0.951032179	7.94E-05	0.08783668	0.024446493	-1.004610941	1.276615859	-1.11306415	1.152226724
XP_003489448.1	0.817194175	0.332879002	0.061516051	0.023766744	0.61022453	-1.004610941	1.276615859	-1.11306415	1.152226724
XP_003489448.1	0.817194175	0.836165792	0.010876752	0.137884901	0.505473222	-1.004610941	1.276615859	-1.11306415	1.152226724
XP_003486096.1	0.817136321	0.045708117	0.615445169	0.065706874	0.001416533	-1.133878788	-1.034902549	1.126671375	1.234424222
XP_003489014.2	0.816593228	0.020074358	0.000105173	0.015167928	0.444625637	1.235071192	1.432916917	-1.252269555	-1.079366175
XP_003489014.2	0.816593228	0.004834539	0.663244366	0.091908393	0.000124014	1.235071192	1.432916917	-1.252269555	-1.079366175
XP_012245609.1	0.816060917	0.076166596	0.006372833	0.135609391	0.57731843	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012245609.1	0.816060917	0.076166596	0.006372833	0.135609391	0.57731843	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012245609.1	0.816060917	0.764643945	0.516619931	0.107231927	0.566968878	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012245609.1	0.816060917	0.764643945	0.516619931	0.107231927	0.566968878	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012245609.1	0.816060917	0.047259336	0.057088661	0.00132383	0.001342996	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012245609.1	0.816060917	0.047259336	0.057088661	0.00132383	0.001342996	1.09718253	1.152150799	-1.084829177	-1.033072773
XP_012240826.1	0.816050536	0.007581967	0.488958538	0.942202025	0.05030789	1.202812208	1.052035396	-1.00707496	-1.15140808
XP_012240826.1	0.816050536	1.10E-05	0.008613843	0.443581269	0.005206137	1.202812208	1.052035396	-1.00707496	-1.15140808
XP_012239417.1	0.815868675	0.612195988	0.754035698	0.763033693	0.602451246	1.031458057	1.019668503	-1.021363091	-1.033172239
XP_003493569.1	0.815460091	0.615170716	0.379601428	0.965866979	0.184463263	-1.031318501	1.052355075	-1.003385532	1.081651294
XP_003488112.1	0.814853439	0.432036619	0.000189506	0.941459336	0.006209228	-1.056907045	-1.285584499	1.006865734	-1.208070484
XP_003488112.1	0.814853439	0.114936549	2.86E-05	0.186004338	0.217285976	-1.056907045	-1.285584499	1.006865734	-1.208070484
XP_003488112.1	0.814853439	0.003373353	1.82E-09	0.01389348	4.80E-08	-1.056907045	-1.285584499	1.006865734	-1.208070484
XP_012239827.1	0.814373612	0.0027552	0.000334417	0.014402295	0.072325704	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.003722759	0.046839814	0.001795211	0.000114621	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.11106845	0.013852221	0.050459709	0.275945993	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.014285507	0.000222634	0.002504728	0.088441842	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.124914314	0.052929198	0.166642152	0.317038392	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.001177836	0.000338672	0.004599291	0.01420799	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.01265855	0.023555513	0.010534033	0.006434916	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.016527134	0.001026949	0.023106492	0.183456941	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_012239827.1	0.814373612	0.200711864	0.127323235	0.033303665	0.062107547	1.335825693	1.416922036	-1.270463147	-1.197749256
XP_003492840.1	0.814244948	0.668205798	0.00727412	0.528029793	0.004983236	1.030643948	1.183564718	1.047182817	1.202557525
XP_012246106.1	0.814192614	0.341464768	6.22E-10	0.001704442	0.007320873	1.222799004	4.117151809	-1.912826171	1.760217357
XP_012248115.1	0.813433794	0.031523886	0.018903008	0.240505154	0.321399586	1.099012521	1.108282243	-1.056964266	-1.04812377
XP_003493564.1	0.813273824	0.021460759	0.004172239	0.750253965	1.23E-05	1.099955622	-1.126122003	1.016720639	-1.218313252
XP_003485129.1	0.813273527	0.820000444	0.373158792	0.353917343	0.890805424	-1.019746975	1.070744993	-1.07869785	1.012228743
XP_003485129.1	0.813273527	0.017363139	0.000244422	0.004938743	0.149102047	-1.019746975	1.070744993	-1.07869785	1.012228743
XP_003485129.1	0.813273527	0.130667914	0.006432344	0.000239496	0.012352763	-1.019746975	1.070744993	-1.07869785	1.012228743
XP_012238546.1	0.813163284	0.119776485	0.348505995	0.05841933	0.014302637	1.115706937	1.069994738	-1.145309305	-1.194239085
XP_012238019.1	0.812989987	0.092968949	0.006753293	0.28971425	0.906045034	1.075960674	1.124054528	-1.051155319	-1.006180534
XP_012238019.1	0.812989987	0.724659274	0.002960646	0.414784259	0.115117483	1.075960674	1.124054528	-1.051155319	-1.006180534
XP_012238019.1	0.812989987	0.120305819	0.808951172	0.894693508	0.163040147	1.075960674	1.124054528	-1.051155319	-1.006180534
XP_003490590.2	0.812943787	4.62E-05	0.124036601	0.49176607	0.000884823	-1.273247784	-1.091885998	1.045774025	1.219476632
XP_003492157.1	0.812611321	0.089614284	0.001915643	0.587398568	9.70E-07	1.065033226	-1.12159712	-1.023967921	-1.223168797
XP_003492157.1	0.812611321	0.012330115	0.011199538	0.006513768	0.00836648	1.065033226	-1.12159712	-1.023967921	-1.223168797
XP_003492157.1	0.812611321	0.064119246	0.728639828	0.04805504	6.79E-05	1.065033226	-1.12159712	-1.023967921	-1.223168797
XP_003492157.1	0.812611321	0.06871681	0.0367832	0.30327659	4.59E-06	1.065033226	-1.12159712	-1.023967921	-1.223168797
XP_012244264.1	0.812327945	0.381712779	1.95E-05	0.172323309	0.00025272	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.381712779	1.95E-05	0.172323309	0.00025272	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.600771294	2.75E-08	0.431018735	3.37E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.600771294	2.75E-08	0.431018735	3.37E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.735311003	1.06E-08	0.708656112	9.87E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.735311003	1.06E-08	0.708656112	9.87E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.885521374	9.10E-08	0.937062149	8.75E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012244264.1	0.812327945	0.885521374	9.10E-08	0.937062149	8.75E-07	1.081845361	-1.457189462	1.131160221	-1.393660801
XP_012239843.1	0.812307092	0.792131774	0.278949774	0.009084477	0.077218601	1.020595667	1.077103213	-1.194207091	-1.131555981
XP_012239843.1	0.812307092	0.317993688	0.836278964	0.016443515	0.275493976	1.020595667	1.077103213	-1.194207091	-1.131555981
XP_012241299.1	0.812083202	0.027479669	0.001853724	0.969939546	1.95E-06	-1.156040886	1.228186465	-1.003527869	1.414842391
XP_012241299.1	0.812083202	0.255907424	0.001935848	0.896663887	0.000120757	-1.156040886	1.228186465	-1.003527869	1.414842391
XP_012244848.1	0.812010615	0.891497636	0.062965729	0.187853293	0.799190343	1.015783521	1.195119929	-1.143274364	1.029105407
XP_012244848.1	0.812010615	0.848418999	0.146175336	0.273958061	0.961974464	1.015783521	1.195119929	-1.143274364	1.029105407
XP_012242364.1	0.811755417	0.000395749	4.68E-10	0.012610516	0.412949291	1.224960817	1.484629578	-1.152768532	1.051365687
XP_003493369.1	0.811472517	0.001140375	0.091398477	0.498589052	0.022007607	-1.23525242	-1.114685913	1.051147565	1.164841646
XP_003493369.1	0.811472517	0.021205635	0.689585389	0.882545422	0.04701983	-1.23525242	-1.114685913	1.051147565	1.164841646
XP_012249671.1	0.81036143	0.00870927	0.000315747	0.004599291	0.073838764	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_012249671.1	0.81036143	0.452522674	0.14214167	0.488748295	0.925892927	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_012249671.1	0.81036143	0.089868609	0.000528295	0.000991472	0.133336778	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_012249671.1	0.81036143	0.05471388	0.950693903	0.046353056	0.000150015	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_012249671.1	0.81036143	0.79773515	0.702412441	0.172986277	0.515096532	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_012249671.1	0.81036143	0.861138119	0.832052535	0.578169008	0.579347939	1.150300759	1.214579157	-1.166575778	-1.104837833
XP_003484647.1	0.80979663	0.26503303	0.697900912	0.068448975	0.00100357	1.074811179	-1.027145513	-1.124871419	-1.241843963
XP_012241419.1	0.80975932	0.044834243	0.650454596	0.940441053	0.185020078	1.111243901	1.02641216	1.005553914	-1.07666908
XP_003493625.1	0.809129559	0.177607563	5.10E-06	4.74E-05	0.43741014	1.089162797	1.3438931	-1.300963432	-1.0543703
XP_003493625.1	0.809129559	0.388986972	0.004786946	0.000144881	0.051654793	1.089162797	1.3438931	-1.300963432	-1.0543703
XP_003492223.1	0.808836798	0.016008505	0.001649515	0.419012682	2.44E-08	-1.21762371	1.294946176	1.077323675	1.698677826
XP_012242377.1	0.808164773	0.177221709	0.008873904	0.004876658	0.119685646	1.051981276	1.100886195	-1.11153803	-1.062159922
XP_003485315.1	0.807955692	0.048036591	0.444113825	0.169620263	7.72E-05	-1.146863407	1.057407312	1.10571133	1.340898068
XP_003485315.1	0.807955692	0.002701641	0.482409394	0.28971425	6.93E-06	-1.146863407	1.057407312	1.10571133	1.340898068
XP_003492532.1	0.807905357	0.936251619	2.09E-08	0.766213756	2.31E-07	1.003158423	-1.221339203	1.012321438	-1.210284266
XP_012236216.1	0.807596546	0.321430775	0.038002822	0.576569381	0.000380211	-1.062186198	1.128445248	1.03917193	1.245571186
XP_012236216.1	0.807596546	0.048674244	0.886985434	0.22057121	0.001052569	-1.062186198	1.128445248	1.03917193	1.245571186
XP_003492219.1	0.807319212	0.076166596	0.018782049	0.570020402	0.001020533	-1.10102572	1.134770998	-1.036763813	1.205107702
XP_003488834.1	0.807138703	0.882522911	0.07516835	0.042707437	0.68028019	-1.029767034	-1.3450829	1.41286037	1.081656033
XP_003487505.1	0.807042386	0.049163441	0.001814964	0.001853973	0.052725785	1.097201728	1.158782794	-1.161604898	-1.099873858
XP_003487505.1	0.807042386	0.010746007	0.114341936	0.000806541	4.50E-05	1.097201728	1.158782794	-1.161604898	-1.099873858
XP_003487505.1	0.807042386	0.343870299	0.082333027	0.061451076	0.273462543	1.097201728	1.158782794	-1.161604898	-1.099873858
XP_003486910.1	0.806891117	0.719055429	0.047316311	0.844229744	0.08040737	-1.028430562	-1.145794608	-1.017851077	-1.134007796
XP_003486910.1	0.806891117	0.072081648	0.016880052	0.044488924	0.011399766	-1.028430562	-1.145794608	-1.017851077	-1.134007796
XP_012236200.1	0.806512886	0.963894069	0.279141552	0.73690967	0.163159701	-1.003014092	-1.060852503	-1.022599903	-1.081567721
XP_012237920.1	0.806455696	0.802228953	0.02234063	0.127555108	0.3710702	-1.013994929	1.115341666	-1.07947342	1.047687487
XP_012246546.1	0.806194051	0.603787555	0.831542211	0.61927975	0.398540095	1.048811751	1.020433432	-1.050915174	-1.080141192
XP_012246546.1	0.806194051	0.991229632	0.950633553	0.342488474	0.376688716	1.048811751	1.020433432	-1.050915174	-1.080141192
XP_012246546.1	0.806194051	0.246341982	0.11309526	0.062330917	0.025682982	1.048811751	1.020433432	-1.050915174	-1.080141192
XP_012246546.1	0.806194051	0.530942053	0.565321572	0.365453847	0.026970057	1.048811751	1.020433432	-1.050915174	-1.080141192
XP_003493360.1	0.805843764	0.014436543	1.83E-11	5.77E-08	0.679922203	1.217618063	1.883855595	-1.607237992	-1.038828037
XP_012243935.1	0.805755456	0.043511754	0.255046485	0.289503163	5.46E-05	-1.134438265	1.075454735	1.074685931	1.311156603
XP_003492356.1	0.804986601	0.802653672	0.043022628	0.915797271	0.072943822	1.022470543	1.16798315	1.011173028	1.155077832
XP_003492356.1	0.804986601	0.223779206	0.083497395	0.520248686	0.248753772	1.022470543	1.16798315	1.011173028	1.155077832
XP_003492356.1	0.804986601	0.594623936	2.54E-05	0.243802116	7.25E-08	1.022470543	1.16798315	1.011173028	1.155077832
XP_012249276.1	0.804804462	0.141007709	5.89E-06	0.643965272	0.010272182	1.095662403	1.33503671	-1.034638644	1.177681229
XP_012249276.1	0.804804462	0.120007961	0.001692591	0.755200113	0.05919216	1.095662403	1.33503671	-1.034638644	1.177681229
XP_012249276.1	0.804804462	0.220743054	0.000943622	0.337289673	0.351074527	1.095662403	1.33503671	-1.034638644	1.177681229
XP_003489372.1	0.804029605	0.284665075	0.000263265	0.075615631	0.497007233	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003489372.1	0.804029605	0.284665075	0.000263265	0.075615631	0.497007233	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003489372.1	0.804029605	0.668811884	3.09E-10	0.054713352	1.47E-05	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003489372.1	0.804029605	0.668811884	3.09E-10	0.054713352	1.47E-05	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003489372.1	0.804029605	0.857504144	0.00988456	0.734776638	0.007557718	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003489372.1	0.804029605	0.857504144	0.00988456	0.734776638	0.007557718	1.080464614	1.294241426	-1.136613804	1.053881601
XP_003486209.1	0.803846637	0.614096882	0.834421654	0.318097027	0.796153639	1.03909257	-1.016541437	1.078684712	1.021210327
XP_003486209.1	0.803846637	0.03438278	0.738666094	0.63543902	0.066709114	1.03909257	-1.016541437	1.078684712	1.021210327
XP_003492544.1	0.803449539	0.438518279	0.61700403	0.160750032	0.00631822	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492544.1	0.803449539	0.742464553	0.205579803	0.765835028	0.050516475	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492544.1	0.803449539	0.742464553	0.205579803	0.765835028	0.050516475	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492544.1	0.803449539	0.438518279	0.61700403	0.160750032	0.00631822	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492544.1	0.803449539	0.590553711	0.147624693	0.642700899	0.176242665	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492544.1	0.803449539	0.590553711	0.147624693	0.642700899	0.176242665	1.057674501	-1.037649531	-1.105787663	-1.213596928
XP_003492340.2	0.803333378	0.510997884	0.000244321	0.389295748	0.000990905	-1.039051852	1.223119869	-1.053471122	1.20637855
XP_003492340.2	0.803333378	0.791656651	0.000112243	0.05366729	0.117114735	-1.039051852	1.223119869	-1.053471122	1.20637855
XP_003492340.2	0.803333378	0.009962548	0.546866087	0.394613711	9.53E-05	-1.039051852	1.223119869	-1.053471122	1.20637855
XP_012248844.1	0.803252331	0.017633456	4.45E-06	0.103969122	0.510270324	1.137366542	1.297285871	-1.096237555	1.040472398
XP_012248844.1	0.803252331	0.022038497	2.54E-05	0.025008682	0.843195485	1.137366542	1.297285871	-1.096237555	1.040472398
XP_012248844.1	0.803252331	0.565528519	0.109235124	0.13361391	0.602981714	1.137366542	1.297285871	-1.096237555	1.040472398
XP_012248844.1	0.803252331	0.450402043	0.003006676	0.196526658	0.473677239	1.137366542	1.297285871	-1.096237555	1.040472398
XP_012247281.1	0.803012897	0.39187912	0.001284289	0.52274715	0.131572734	-1.032062969	-1.119547256	1.026189185	-1.057082301
XP_012247281.1	0.803012897	0.278103323	0.118510047	0.777200255	0.462463934	-1.032062969	-1.119547256	1.026189185	-1.057082301
XP_012247281.1	0.803012897	0.166107881	0.849011284	0.592080989	0.360792596	-1.032062969	-1.119547256	1.026189185	-1.057082301
XP_012247738.1	0.802661266	0.008319126	1.12E-18	2.31E-05	2.90E-06	1.216354483	2.474326637	-1.387455263	1.466148235
XP_012247738.1	0.802661266	0.008319126	1.12E-18	2.31E-05	2.90E-06	1.216354483	2.474326637	-1.387455263	1.466148235
XP_003485634.1	0.802490632	0.589466111	2.63E-09	0.001295856	0.00020954	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.913128291	0.048223841	0.875455572	0.069795009	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.329532026	0.021648508	0.929237718	0.188916442	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.002141519	3.09E-07	0.021228631	0.984967089	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.160755732	1.58E-07	0.001539519	0.369401151	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.008922373	4.34E-14	0.000430249	0.00280733	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_003485634.1	0.802490632	0.020300427	6.89E-14	0.000387991	0.001783951	-1.031177197	1.412592259	-1.186597357	1.227571355
XP_012247371.1	0.801321207	0.517859633	0.169176009	0.155319538	0.468727499	1.043187944	1.088251944	-1.095012942	-1.049668972
