id	ortho	b.gamma	gamma
Bimp12102	GB50372	-0.339104926	-0.144106613
Bimp02173	GB55811	0.859501394	1.282904244
Bimp02206	GB47820	0.381258898	-0.291330873
Bimp07720	GB42360	0.378667204	-0.052891937
Bimp00046	GB53357	1.286404942	0.351412323
Bimp08074	GB45926	0.857876739	-0.379713594
Bimp11518	GB41704	0.164851034	0.47930643
Bimp00154	GB55352	0.472354532	-0.052950594
Bimp12878	GB44410	-0.473535842	0.601985936
Bimp04378	GB41609	1.003881195	0.106802379
Bimp03746	GB44885	0.555610151	-0.310439064
Bimp05940	GB43261	0.440151778	-0.158260129
Bimp07068	GB41290	0.648822779	0.098746816
Bimp12289	GB42559	-0.00226039	-0.413542953
Bimp05698	GB43079	0.575968558	0.30977946
Bimp04312	GB44330	0.60838496	0.286559303
Bimp03533	GB42188	2.900774265	0.276281448
Bimp01276	GB49604	0.758885714	-0.241132071
Bimp11663	GB50606	0.365255295	0.006378584
Bimp07561	GB46791	0.025899836	-0.007116235
Bimp04632	GB42043	1.94566896	0.769318211
Bimp03503	GB49672	0.07479828	1.413414788
Bimp11470	GB40075	0.683781418	0.30274824
Bimp00203	GB46630	0.339194881	0.632070121
Bimp04073	GB45173	0.221414405	-0.005806847
Bimp07315	GB53163	-0.116392647	0.305574943
Bimp12366	GB50973	0.486643474	-0.746423833
Bimp09720	GB51749	-0.1987146	0.661568175
Bimp08587	GB45568	0.176651416	-1.395542776
Bimp13627	GB53614	-0.205955973	-0.346285745
Bimp07333	GB51185	0.141595696	0.535406927
Bimp12054	GB50244	4.461230634	-0.262939237
Bimp07885	GB47550	0.570793842	-0.06545738
Bimp13694	GB47985	0.740133912	0.56416773
Bimp11191	GB42167	0.388184226	1.101693182
Bimp12462	GB42874	0.860922873	0.039140192
Bimp08426	GB49590	1.60169403	0.582548965
Bimp10908	GB54728	1.221121041	1.090388144
Bimp12916	GB47329	0.216748328	-0.324462615
Bimp11694	GB49425	0.956803644	-0.613489056
Bimp12965	GB42020	-0.575059909	-0.524561557
Bimp07649	GB53812	0.022168413	-0.098474809
Bimp11806	GB45360	0.167268545	-0.776567992
Bimp12255	GB45272	0.904352447	0.417207639
Bimp12509	GB54242	1.225253416	-0.395275416
Bimp04288	GB44347	-0.271607279	-0.73135447
Bimp05647	GB44936	0.316894437	-0.103728447
Bimp09180	GB44295	0.285287859	-0.527625224
Bimp09560	GB49559	0.29882864	-0.258376644
Bimp02064	GB41855	2.208625377	-0.017325112
Bimp03028	GB45051	1.22393815	-0.030830662
Bimp07141	GB41009	0.884024646	#N/A
Bimp03091	GB42891	0.117891635	0.214450108
Bimp07550	GB44541	-0.89447851	0.190986112
Bimp11645	GB50104	0.17346026	-0.593439468
Bimp06164	GB52588	-0.05650726	-0.102053642
Bimp10269	GB52722	0.53958618	-0.331404319
Bimp07802	GB46466	-0.179994367	-0.482048965
Bimp04817	GB42949	1.779195417	0.419276552
Bimp02718	GB50228	0.949454498	1.429483663
Bimp09577	GB45836	-0.109353543	-0.237874535
Bimp03029	GB45052	0.398483229	0.200627512
Bimp01035	GB42781	0.342241733	-0.240340777
Bimp07235	GB41668	0.263497276	-0.111029654
Bimp03349	GB47106	0.717835297	0.077528394
Bimp13153	GB41547	0.11921566	1.009206372
Bimp13560	GB52619	0.998393562	0.225672354
Bimp07073	GB52559	0.162589102	-0.1621653
Bimp09486	GB49896	0.633838137	1.08383072
Bimp04096	GB43208	-0.271100239	-0.348483669
Bimp05197	GB55333	0.555884358	-0.072813261
Bimp10320	GB42211	0.03393201	-0.05901789
Bimp13445	GB48125	0.1180763	0.0237435
Bimp10289	GB52737	0.120325381	-0.603856814
Bimp10791	GB45194	0.365006584	-0.607588649
Bimp10068	GB48847	0.361495679	-0.981426419
Bimp08809	GB53376	0.755726847	0.378925621
Bimp05673	GB43222	0.580780664	1.180569182
Bimp05388	GB55837	0.657546693	0.182667907
Bimp12599	GB43239	0.690538104	0.604959526
Bimp03157	GB46218	2.146230135	0.110561
Bimp04029	GB42527	1.41855895	-0.24402519
Bimp08238	GB47477	0.049665521	-0.705940529
Bimp01357	GB45349	0.44968929	-0.347113412
Bimp02730	GB50015	0.433927993	0.276160778
Bimp05706	GB52473	0.374552516	0.24892278
Bimp09891	GB46295	0.253908328	#N/A
Bimp11797	GB44002	0.369771284	-0.203158467
Bimp14075	GB49578	0.269090287	2.917231746
Bimp10204	GB43549	0.326464415	0.143108695
Bimp13634	GB50261	-0.267921669	-0.224735525
Bimp06732	GB43805	1.756908352	2.288570111
Bimp04307	GB44325	0.479709602	0.613881134
Bimp08879	GB44387	0.444837542	1.018964547
Bimp03170	GB46188	0.661912895	0.107050584
Bimp01157	GB47224	0.249093406	0.302251669
Bimp13079	GB42681	0.554188125	-0.212450869
Bimp12325	GB43122	1.936594531	-0.286697409
Bimp02547	GB40388	0.591458264	-0.067364116
Bimp00512	GB42979	-0.624645797	-0.109788439
Bimp09441	GB51938	-0.25850705	-0.399286067
Bimp02544	GB40504	0.258124256	-0.27801421
Bimp00343	GB49505	0.387155739	1.015810055
Bimp08254	GB47466	0.309725727	-0.275578781
Bimp08300	GB55302	0.319375196	0.749445371
Bimp08767	GB44010	1.108772369	0.647004554
Bimp12974	GB47413	-0.074995823	-0.51771351
Bimp03067	GB55931	-0.159501599	0.06871296
Bimp01480	GB51923	0.77952767	#N/A
Bimp07651	GB53830	1.4356631	0.845951469
Bimp04489	GB44110	0.145440544	0.112615209
Bimp03343	GB47108	1.255980662	-0.300928576
Bimp01412	GB42849	1.211286579	2.15882536
Bimp10207	GB43561	0.967331951	-0.401537458
Bimp04137	GB43366	-0.35042755	2.107663449
Bimp11896	GB48481	0.659254419	0.511033366
Bimp12004	GB53013	0.917681435	1.272016097
Bimp13521	GB44222	0.155775269	0.036609959
Bimp10313	GB42224	0.482371514	-0.300708625
Bimp12754	GB55569	0.651159469	0.044928711
Bimp12701	GB40803	0.63162041	-0.090476065
Bimp01280	GB49527	0.375604749	-0.969676047
Bimp02495	GB53043	-0.069356751	-0.205899664
Bimp05345	GB52849	1.379112726	0.252855639
Bimp01093	GB50701	0.718363694	-0.302845361
Bimp08045	GB54361	1.550268613	1.729546593
Bimp06814	GB49080	-0.239265134	0.200148699
Bimp02137	GB41753	0.696267551	0.083415652
Bimp08876	GB46386	0.152613698	0.031385639
Bimp09805	GB55476	0.370700238	-0.11207644
Bimp08353	GB47379	0.140299331	0.388992646
Bimp07588	GB44636	0.692643851	0.720079006
Bimp04966	GB55971	0.650127718	-0.20404789
Bimp01960	GB41397	0.904110837	1.190755269
Bimp00816	GB54140	1.315826927	0.450044382
Bimp02596	GB49309	-0.049915384	-0.533100439
Bimp01651	GB52651	0.046782212	-0.772384734
Bimp02370	GB42450	-0.243310299	-0.883318858
Bimp12339	GB52526	0.620521405	0.68602859
Bimp03248	GB46189	0.237610166	-0.0129494
Bimp08918	GB40332	0.26215851	#N/A
Bimp08556	GB51093	0.410284046	-1.248159678
Bimp14125	GB53384	-0.107904763	-0.127370549
Bimp13341	GB49854	1.303355356	2.762438394
Bimp13637	GB50024	0.000529556	-0.116268918
Bimp12024	GB53616	-0.383440053	-0.344502153
Bimp09032	GB51713	0.793766864	-0.942984703
Bimp09666	GB47194	0.359583765	-0.381945468
Bimp10175	GB41867	1.270908122	-0.62986738
Bimp10912	GB54784	1.08918951	-0.003823893
Bimp12739	GB50177	1.85987946	0.22402583
Bimp07097	GB47128	-0.084630086	#N/A
Bimp08923	GB44575	0.425667692	-0.308064426
Bimp07716	GB45314	0.629705814	0.377745651
Bimp07025	GB40624	0.545416725	0.267623691
Bimp08518	GB54499	-0.193113108	-0.099256288
Bimp02076	GB41825	0.217692005	-0.186251378
Bimp01498	GB40867	0.512746526	-0.152371156
Bimp13982	GB41372	0.281508361	0.807760626
Bimp10146	GB41036	-0.107962986	0.108191493
Bimp05298	GB40479	-0.016631752	-0.332279512
Bimp04934	GB50890	0.154185988	0.588542495
Bimp03577	GB42501	0.216134362	-0.505236947
Bimp10006	GB54391	0.838747759	0.406961765
Bimp09686	GB51693	0.641240633	-0.400961092
Bimp08647	GB49704	1.502880389	2.067329116
Bimp03558	GB42487	0.539647467	0.214556475
Bimp06518	GB50090	1.207846704	0.829032252
Bimp01668	GB52640	0.70949844	-0.794901195
Bimp14253	GB40842	0.407864775	-0.328899942
Bimp12881	GB44570	-0.023338099	-0.647414267
Bimp09656	GB45555	0.562825772	-0.383122444
Bimp13237	GB51964	0.550392332	0.063935504
Bimp02945	GB53252	0.142691813	1.06890408
Bimp13019	GB50430	1.486690929	-0.150172674
Bimp01309	GB45429	-0.008614737	-0.122797249
Bimp02580	GB49396	0.528746431	2.116851321
Bimp04149	GB40580	0.395898949	-0.684724458
Bimp11702	GB49841	0.793565045	-0.392452748
Bimp03179	GB55067	0.783968916	0.480638385
Bimp05092	GB52307	0.1674587	-0.110145707
Bimp00352	GB49445	0.63180915	0.514966303
Bimp08276	GB47451	-0.152442712	0.385277993
Bimp05686	GB43087	0.122198693	0.934968974
Bimp13125	GB48643	0.515604799	-0.252910755
Bimp08128	GB52025	0.82084164	0.766645508
Bimp02494	GB52978	-0.388524336	-0.067649595
Bimp06779	GB46847	-0.54019938	0.221230209
Bimp06682	GB55390	1.163607175	0.983876747
Bimp13763	GB44331	0.642650967	0.248030056
Bimp08053	GB54348	0.382747068	-0.45422183
Bimp13882	GB40563	0.439980466	0.124276896
Bimp13214	GB54680	0.196808296	0.295609031
Bimp07446	GB50303	0.13254151	0.132229982
Bimp06004	GB48692	0.56095844	-0.221474411
Bimp13202	GB48337	0.392326478	0.429485029
Bimp12818	GB41288	1.029209915	-0.3202068
Bimp01300	GB53028	1.126014457	1.476448717
Bimp12352	GB55877	0.550567308	0.821633216
Bimp08793	GB41692	1.762449944	-0.196588201
Bimp13139	GB46290	1.961098229	-0.728393093
Bimp11789	GB47307	0.856161534	-0.545694521
Bimp02261	GB46918	-0.318338647	0.309201705
Bimp03755	GB45270	0.620770615	-0.022059021
Bimp04494	GB53088	0.169023955	0.022801789
Bimp12178	GB41212	0.053566975	2.005625127
Bimp03969	GB44259	0.017069061	-0.18893582
Bimp00368	GB49486	-0.002671887	-1.356470083
Bimp11881	GB52340	0.543790343	0.364758273
Bimp10270	GB52723	0.431011476	0.439650418
Bimp00771	GB54187	0.202441958	0.37227404
Bimp05835	GB47503	-0.005846393	0.887716133
Bimp05495	GB41294	1.164352812	-0.382938319
Bimp00164	GB55659	0.47838509	-0.177784256
Bimp06490	GB48557	0.437392611	0.523683131
Bimp08933	GB44533	0.665483772	0.423681974
Bimp13245	GB47043	1.038183712	0.076281099
Bimp10854	GB49852	0.448043471	0.542736553
Bimp02373	GB42454	-0.119058511	-0.150862568
Bimp08390	GB44156	0.454227171	-0.660214391
Bimp03232	GB47076	0.443287148	0.127657678
Bimp05068	GB48367	0.196677428	-0.782104585
Bimp05423	GB51505	1.246543916	-0.033388475
Bimp08888	GB50871	-0.670032494	-0.507069279
Bimp05733	GB49612	-0.281223152	-0.255286856
Bimp04500	GB53092	0.332778326	-0.396789082
Bimp13473	GB54190	0.351368517	-0.754755848
Bimp07437	GB48684	1.303355427	0.487456602
Bimp07429	GB48678	2.108647676	0.875507089
Bimp03295	GB50911	0.102150072	0.210446361
Bimp11525	GB41710	-0.130523775	0.725410415
Bimp11690	GB47250	0.588139163	-0.802463199
Bimp12518	GB48372	0.664739062	0.027651351
Bimp06976	GB51263	0.619973004	0.624355406
Bimp09897	GB49045	0.133972302	0.707488103
Bimp02775	GB50190	0.373805841	-0.391550529
Bimp05714	GB52424	-0.079720066	-0.516052971
Bimp12933	GB46431	0.505794253	0.092247109
Bimp08299	GB55299	0.044084636	-0.024954341
Bimp08082	GB45935	1.474020625	1.060756754
Bimp01479	GB46988	0.347076555	#N/A
Bimp13289	GB51999	2.317285383	0.942203893
Bimp12854	GB53149	0.263740962	-0.016091652
Bimp14311	GB55369	0.388386276	-0.140525525
Bimp14333	GB41625	0.507685543	0.470185457
Bimp03983	GB42551	0.495181589	-0.206853181
Bimp14139	GB46691	0.975141891	-0.415649776
Bimp14233	GB47129	0.703220274	#N/A
Bimp13486	GB50748	0.175171681	-0.740435307
Bimp02232	GB41312	-0.08900644	-0.397181698
Bimp00734	GB54214	0.290200907	0.271188999
Bimp00603	GB52785	1.127059615	-0.217276739
Bimp12472	GB42854	-0.087815855	-0.478085601
Bimp04890	GB42945	1.159124954	-0.046802476
Bimp05639	GB45228	0.552815497	0.093821149
Bimp03777	GB44901	0.105358517	-0.309133438
Bimp13344	GB54762	0.522032118	0.964414298
Bimp08895	GB51063	0.547699699	1.07778997
Bimp10035	GB45694	1.720515715	0.148740859
Bimp13004	GB50471	1.315620303	0.527878233
Bimp09241	GB43637	0.045041356	1.496324938
Bimp04249	GB51077	0.553149719	-0.406294929
Bimp01958	GB42960	-0.37592975	-0.405793897
Bimp02389	GB40967	0.814015655	1.029603808
Bimp01476	GB42651	0.302101018	-0.563429925
Bimp08220	GB45487	0.787967386	-0.325059125
Bimp05982	GB43685	0.97832039	0.067984159
Bimp06553	GB50063	1.904386006	-0.322489417
Bimp05163	GB44682	0.562187438	-0.564709019
Bimp09113	GB41902	-0.736375383	-0.558835944
Bimp10012	GB51333	3.815696402	0.820505833
Bimp03996	GB51411	-0.481483483	-0.209912993
Bimp08605	GB45917	0.979832808	#N/A
Bimp01092	GB50704	0.718597568	-0.472452632
Bimp00565	GB50972	-0.011336791	-0.152837224
Bimp08410	GB44175	0.416026164	-0.269538215
Bimp03439	GB40158	0.229523452	-0.193953637
Bimp02353	GB40944	0.169228399	-0.090470878
Bimp07532	GB44504	0.465279429	-0.169394355
Bimp06891	GB49146	0.435412711	0.43382305
Bimp11725	GB54212	0.546115631	0.087230696
Bimp02611	GB53605	-0.030699157	-0.132894459
Bimp07663	GB47344	0.883601129	0.468359046
Bimp09512	GB49870	0.130580377	-0.003302273
Bimp13121	GB51029	0.347663998	-0.396439562
Bimp05821	GB47496	0.517349663	0.529755075
Bimp09068	GB53768	-0.23622486	-0.149680471
Bimp07506	GB45719	0.477277458	1.633674445
Bimp14005	GB46339	1.09722009	0.336195931
Bimp11266	GB55348	0.097209027	-0.104130576
Bimp03257	GB50585	0.713942351	0.392039191
Bimp13656	GB42593	0.084789466	0.145008781
Bimp06546	GB50069	0.372998855	0.300076561
Bimp11807	GB45361	0.254614465	-0.147061765
Bimp08931	GB44534	0.294958938	-0.087389149
Bimp14060	GB55280	1.207547579	0.373575816
Bimp12387	GB44020	0.500619975	0.443072998
Bimp06324	GB51198	0.632793207	0.073558211
Bimp10187	GB41821	0.578651948	-0.07037807
Bimp05371	GB55766	2.186378738	4.744007806
Bimp12910	GB49163	0.821390412	0.370394317
Bimp09536	GB47768	0.248145471	0.440640641
Bimp07568	GB46786	0.323797761	-0.014710916
Bimp12962	GB45954	-0.34655849	-0.803157068
Bimp04986	GB54222	0.306388784	-0.664070117
Bimp02800	GB49004	-0.421922685	0.316291172
Bimp00005	GB51119	0.922004641	-0.155579433
Bimp08806	GB53378	0.788382884	0.364993894
Bimp09866	GB49330	0.879443523	0.635903128
Bimp13512	GB47278	0.088520252	0.135389024
Bimp05674	GB43095	0.140983641	2.247801442
Bimp13239	GB45695	0.477822844	0.212015705
Bimp00971	GB53721	1.726160736	-0.51860224
Bimp02485	GB53011	0.616602381	-0.115208911
Bimp04107	GB43119	1.041781594	0.863593643
Bimp07103	GB52191	1.01792893	0.304447788
Bimp07449	GB50299	3.556799599	-0.494797714
Bimp07606	GB42942	0.341805122	0.236399353
Bimp09571	GB45868	0.513667094	-0.439661837
Bimp08929	GB44579	0.118707504	0.092318743
Bimp11885	GB50730	1.170463332	-0.72278895
Bimp09888	GB40674	0.163614834	-0.045719825
Bimp05398	GB55846	1.009309043	0.474927164
Bimp06462	GB43245	-0.3288501	0.217777321
Bimp08421	GB49534	0.741011205	-0.017148589
Bimp05400	GB55848	0.332826442	-0.262459059
Bimp03923	GB46257	2.114179734	0.784403418
Bimp09160	GB47737	1.036158217	-0.030560442
Bimp12393	GB53041	2.563019274	1.563884338
Bimp06980	GB51264	-0.410912892	0.180234246
Bimp04201	GB48336	0.736406892	0.351197922
Bimp05712	GB52423	0.316732118	-0.507200352
Bimp00119	GB49349	0.011002414	-0.276511301
Bimp10410	GB52079	0.717480158	0.157983894
Bimp09025	GB41982	0.457204095	-0.427140583
Bimp08349	GB49284	0.694303019	0.995201049
Bimp04309	GB44327	0.504872636	1.600341994
Bimp03639	GB43953	-0.114506169	-0.122877147
Bimp08482	GB53333	0.123345835	-0.031819902
Bimp12633	GB48946	1.024017426	-0.159248591
Bimp02578	GB49394	-0.40019708	-0.123294182
Bimp02340	GB51738	0.496486752	-0.156346367
Bimp04626	GB46740	0.202032122	0.483431414
Bimp09166	GB42159	1.088340323	-0.317610747
Bimp12852	GB53147	0.094113894	0.622892717
Bimp01362	GB45345	0.427704655	-0.786544802
Bimp03740	GB44882	0.222099845	0.359553302
Bimp00141	GB43293	0.572271097	0.161017592
Bimp12678	GB47876	-0.177845017	-0.123665261
Bimp13301	GB54313	0.895998524	-0.083638085
Bimp12177	GB41211	0.2510712	-0.09476417
Bimp06355	GB40796	0.209430519	-0.642617003
Bimp13482	GB50812	1.098543675	-0.531433122
Bimp04141	GB40592	0.635299543	0.667649204
Bimp11817	GB50344	0.241343288	-0.495745416
Bimp09258	GB49037	0.221387703	-0.063139067
Bimp03259	GB50526	1.729855617	0.518009539
Bimp12869	GB46338	0.113550764	0.546876777
Bimp05662	GB43104	0.443796478	-0.07290599
Bimp08207	GB45498	-0.121637664	1.130265834
Bimp11619	GB45882	0.811225888	0.737200408
Bimp00469	GB46069	1.431441035	-0.074197764
Bimp03381	GB47007	0.298306567	0.214567111
Bimp07835	GB44781	0.098525593	-0.248170497
Bimp13566	GB48976	0.499582656	0.820829052
Bimp13175	GB42515	0.758523381	-0.428005919
Bimp02303	GB51518	0.409782031	0.188875623
Bimp04168	GB54606	0.8914351	0.45331053
Bimp08298	GB55278	0.568212251	-0.134075177
Bimp05285	GB40466	0.22586342	-0.206851776
Bimp04615	GB46729	0.853813765	1.943208697
Bimp02378	GB40977	0.695215138	0.022818762
Bimp07481	GB45736	0.072158047	-0.069472175
Bimp11974	GB41840	0.469111694	-0.736782739
Bimp10137	GB47846	0.558726197	-0.65478933
Bimp01016	GB51751	0.094035834	1.282512342
Bimp12850	GB53143	0.404006277	-0.269404416
Bimp14100	GB50442	-0.160984535	0.515437644
Bimp08850	GB52314	0.016506293	-0.39620488
Bimp04854	GB42668	-0.125649818	#N/A
Bimp11695	GB49426	0.611525007	-0.267372219
Bimp14028	GB44757	0.040427515	-0.56378081
Bimp01868	GB49152	0.265223706	0.471627018
Bimp04097	GB43113	0.761026652	0.209827631
Bimp08846	GB52282	-0.044800952	-0.139090542
Bimp08279	GB47450	1.146780615	-0.026956901
Bimp07573	GB46686	0.644654171	0.161008872
Bimp06761	GB43441	0.254586662	-0.349456698
Bimp02083	GB41829	1.117734656	-0.189403311
Bimp12081	GB46410	0.391392054	0.509850079
Bimp13338	GB50683	0.826592517	0.519514538
Bimp03012	GB45128	0.790070277	1.034917786
Bimp06003	GB48707	0.333288248	-0.461713865
Bimp13728	GB55006	0.535186664	0.432196471
Bimp02405	GB44086	0.476138943	0.499200332
Bimp11479	GB51615	1.144320139	0.195914244
Bimp00984	GB53728	1.104174269	0.436509335
Bimp10042	GB45673	0.248459774	0.332125012
Bimp04195	GB48457	0.097630186	-0.286162117
Bimp12866	GB52948	0.931832207	-0.557415368
Bimp08555	GB50955	1.884213859	1.009364556
Bimp08751	GB48469	0.259385643	-0.164386517
Bimp12875	GB48623	0.104829662	1.764243623
Bimp08819	GB51762	0.402526594	0.238249048
Bimp03352	GB47105	1.200357385	-0.05133482
Bimp09709	GB48030	0.183116102	-0.561317426
Bimp05300	GB40480	0.880295399	-0.366852085
Bimp01408	GB42650	0.508443028	0.070898296
Bimp06254	GB41455	-0.06842198	0.426996537
Bimp06213	GB41773	1.655369234	0.178926493
Bimp12867	GB52953	0.17886318	0.399043052
Bimp00153	GB55665	0.456473562	1.236543873
Bimp03716	GB45297	2.126542353	-0.088657337
Bimp08747	GB48467	1.217930056	0.573725745
Bimp06820	GB49124	1.020583126	0.201167263
Bimp10034	GB45667	0.619866426	1.021215386
Bimp05327	GB40453	0.368939726	-0.485561654
Bimp05769	GB54953	-0.249681818	-0.05134601
Bimp06050	GB55517	1.098199656	-0.060476495
Bimp13388	GB48661	1.995718679	1.272470006
Bimp07137	GB52325	-0.214306623	2.009691678
Bimp10682	GB49466	-0.035362036	0.41551457
Bimp12868	GB52955	0.08077964	0.749416508
Bimp12628	GB54986	0.300471564	-0.32704971
Bimp07813	GB44759	0.316364747	-0.399460273
Bimp03136	GB51790	0.215955011	-0.014406875
Bimp06965	GB51361	0.795599935	0.285305554
Bimp12604	GB45218	-0.141413418	-0.134654293
Bimp07395	GB41465	-0.506943564	-0.254216976
Bimp05794	GB48951	0.446809482	-0.434406494
Bimp10139	GB47847	0.93961706	0.486075633
Bimp07114	GB45071	0.256285805	-0.712148949
Bimp10615	GB47687	0.579905127	-0.189765678
Bimp03704	GB43171	0.896717636	0.041674349
Bimp13068	GB48483	1.076089131	0.269446286
Bimp12672	GB41340	0.272722099	-0.50574323
Bimp09814	GB55537	0.126801088	0.639499314
Bimp04678	GB42618	-0.265141026	3.210203126
Bimp07100	GB52193	0.229004755	0.213286891
Bimp04953	GB48352	-0.022713001	-0.319717952
Bimp01232	GB52988	0.852307589	-0.374501293
Bimp05290	GB40415	0.472438945	0.344068836
Bimp05243	GB43906	0.462966515	-0.674574451
Bimp05897	GB47942	0.543007935	2.192556657
Bimp09695	GB51725	0.142859169	-0.231848784
Bimp14067	GB50409	0.398956151	0.245086933
Bimp03769	GB44898	0.709061934	-0.610434273
Bimp01947	GB55704	0.796692675	-0.181524246
Bimp07473	GB44414	0.402229531	-1.03663552
Bimp04863	GB42664	1.026961738	-0.026939243
Bimp04156	GB54590	0.601397773	-0.752838225
Bimp14227	GB47041	0.528428411	-0.161455263
Bimp00978	GB53654	0.200444763	-0.607705648
Bimp09677	GB47188	0.334970715	-0.574719339
Bimp11675	GB43782	1.394374339	0.161476712
Bimp00495	GB46024	1.527857955	-0.117101348
Bimp14111	GB55307	1.582961756	0.816943049
Bimp02375	GB40980	-0.302831748	0.252876607
Bimp02642	GB50249	0.884880004	2.101864757
Bimp01615	GB50841	0.752013332	-0.739315666
Bimp12396	GB44099	-0.550145005	0.60907926
Bimp11766	GB44396	0.335499361	-0.269616152
Bimp09988	GB51967	0.295941286	-0.319864826
Bimp02284	GB46907	1.652647077	-0.446847154
Bimp01340	GB40818	0.456972705	-0.350353599
Bimp11790	GB47306	0.387333991	-0.505021702
Bimp13945	GB55594	-0.068068739	-0.348960246
Bimp01008	GB51221	0.660727072	0.548971565
Bimp03919	GB44271	0.095376151	-0.642965245
Bimp13197	GB55546	0.144994274	0.884440298
Bimp01366	GB45343	0.322610828	-0.140878081
Bimp04224	GB48347	-0.385177579	0.059819243
Bimp06590	GB55453	0.773738854	-0.045798402
Bimp04928	GB51163	0.516474899	0.469732613
Bimp03608	GB44371	0.37418284	-0.40656026
Bimp01117	GB50772	-0.535483499	0.274602016
Bimp04724	GB42771	1.024598007	-0.501388766
Bimp12764	GB55611	0.90360167	2.568563107
Bimp04002	GB51418	0.339723005	-0.219298693
Bimp04277	GB49930	1.545635786	-0.020543137
Bimp07583	GB44486	-0.353332649	0.131278392
Bimp08428	GB49589	0.795410457	0.206038992
Bimp12722	GB45213	0.989371239	0.900458707
Bimp09974	GB54650	0.442575877	-0.014620111
Bimp07238	GB48911	0.437157966	0.739211258
Bimp02809	GB43004	0.210489101	0.270577661
Bimp13886	GB52247	-0.409305827	0.16227148
Bimp14034	GB52831	1.13358154	0.082620422
Bimp06381	GB44943	-0.320736131	-0.095714766
Bimp09976	GB54649	-0.213267577	-0.372092629
Bimp02740	GB50021	0.819277582	-0.05189513
Bimp01779	GB51818	1.343253283	0.670567208
Bimp11667	GB46061	1.211444112	-0.423179015
Bimp03337	GB51954	-0.059780942	-0.002812187
Bimp02408	GB44119	0.596019687	0.40873087
Bimp00752	GB54101	0.027888642	0.860516499
Bimp08685	GB42297	0.565004814	-0.512996523
Bimp00530	GB43789	2.634058391	0.326828547
Bimp05467	GB47566	-0.311601797	-0.039081932
Bimp12093	GB55187	0.676102235	0.970292816
Bimp00265	GB48122	0.233405129	-0.299214864
Bimp08419	GB49533	-0.010128315	0.060771025
Bimp02782	GB50045	0.7963759	2.813885652
Bimp14092	GB53411	0.097453093	-0.519584252
Bimp13093	GB44526	0.126412467	-0.281327801
Bimp02358	GB40946	0.367617871	-0.054588736
Bimp11744	GB48539	0.823104129	0.007502278
Bimp10872	GB41422	0.534437595	-0.471336804
Bimp02248	GB46929	0.326809118	-0.23734628
Bimp04474	GB44073	1.369461411	0.114103344
Bimp03189	GB55074	-0.320911544	-0.338859041
Bimp12671	GB41342	0.348901821	1.524099311
Bimp13137	GB47944	0.204330425	0.247426799
Bimp00960	GB53665	1.584160026	0.043801974
Bimp04561	GB55112	0.095376347	0.059592513
Bimp05891	GB49242	1.097781162	0.876277785
Bimp01812	GB47018	0.545192284	0.871064853
Bimp00839	GB41950	1.070044444	1.317426633
Bimp11902	GB45152	0.594677928	0.47506226
Bimp08244	GB47417	0.362617372	-0.126551193
Bimp07039	GB40704	0.617360334	0.099866899
Bimp07930	GB41768	1.113932482	-0.082221189
Bimp05229	GB41164	0.503229195	-0.190286623
Bimp13679	GB41204	1.904270429	-0.316463673
Bimp03850	GB54918	-0.223665702	0.240284984
Bimp01319	GB45366	0.436719618	0.260456464
Bimp05719	GB52427	0.464323306	1.303454064
Bimp04819	GB51432	0.921164188	-0.246081243
Bimp07154	GB53582	0.364358312	-0.227752485
Bimp04979	GB54264	0.47799471	-0.382825751
Bimp01780	GB51817	0.701321697	2.47555039
Bimp08206	GB45499	1.686995987	0.350144903
Bimp11351	GB48667	0.282216848	0.601207306
Bimp13714	GB43162	0.193261329	-0.224625484
Bimp05422	GB51504	0.635762408	-0.454830391
Bimp03868	GB40365	1.044503473	-0.38845649
Bimp08161	GB42024	1.069489997	0.310446807
Bimp13152	GB49909	1.442668206	-0.189384772
Bimp00778	GB52802	1.24519157	2.011631389
Bimp08572	GB49518	0.533887477	-0.302681298
Bimp13133	GB47976	0.215483453	-0.045450779
Bimp00591	GB52797	0.389958321	-0.79102187
Bimp05320	GB40427	0.346956765	-0.444200378
Bimp05702	GB51828	0.573140376	-0.205967996
Bimp12510	GB54239	-0.140289064	-0.116289617
Bimp14288	GB49620	0.817237242	#N/A
Bimp12692	GB48567	0.505825525	-0.259813177
Bimp13140	GB51940	0.82332142	0.138550031
Bimp02215	GB47838	0.656208435	0.967037468
Bimp04050	GB50367	1.351157285	0.131760051
Bimp03138	GB51798	1.427080962	-0.033533182
Bimp10321	GB42210	0.032139937	0.501607727
Bimp05695	GB43236	0.713821973	-0.10887297
Bimp03965	GB52877	1.076494421	0.93598267
Bimp03936	GB46246	0.799985451	-0.014736272
Bimp06485	GB48563	0.32600609	-0.024895789
Bimp05257	GB43899	-0.277280807	-0.242759383
Bimp03748	GB45275	0.262489656	-0.366432203
Bimp09687	GB51721	1.167506098	-0.007655845
Bimp12471	GB42855	-0.354726266	-0.613692183
Bimp07889	GB54337	1.422476122	-0.38306843
Bimp12320	GB44997	0.127369382	0.174694351
Bimp05149	GB44690	0.246265984	-1.03939708
Bimp06049	GB55494	1.223608535	0.747182467
Bimp02400	GB44123	0.477263978	-0.39576092
Bimp12185	GB52254	0.291723524	0.033928943
Bimp08068	GB45924	0.340648586	0.156071925
